date,route,vessel_class,period,price
2022-06-19,Australia-Vizag,Panamax,1M,16.18
2022-06-19,Australia-Vizag,Panamax,3M,15.81
2022-06-19,Australia-Vizag,Panamax,6M,15.74
2022-06-19,Australia-Vizag,Panamax,1Y,16.28
2022-06-19,Australia-Vizag,Capesize,1M,14.97
2022-06-19,Australia-Vizag,Capesize,3M,14.23
2022-06-19,Australia-Vizag,Capesize,6M,14.91
2022-06-19,Australia-Vizag,Capesize,1Y,15.02
2022-06-19,Australia-Dhamra,Panamax,1M,14.12
2022-06-19,Australia-Dhamra,Panamax,3M,14.71
2022-06-19,Australia-Dhamra,Panamax,6M,14.54
2022-06-19,Australia-Dhamra,Panamax,1Y,15.09
2022-06-19,Australia-Dhamra,Capesize,1M,15.66
2022-06-19,Australia-Dhamra,Capesize,3M,16.02
2022-06-19,Australia-Dhamra,Capesize,6M,16.16
2022-06-19,Australia-Dhamra,Capesize,1Y,16.24
2022-06-19,Australia-Gangavaram,Panamax,1M,17.15
2022-06-19,Australia-Gangavaram,Panamax,3M,17.41
2022-06-19,Australia-Gangavaram,Panamax,6M,17.31
2022-06-19,Australia-Gangavaram,Panamax,1Y,18.02
2022-06-19,Australia-Gangavaram,Capesize,1M,18.47
2022-06-19,Australia-Gangavaram,Capesize,3M,18.52
2022-06-19,Australia-Gangavaram,Capesize,6M,18.6
2022-06-19,Australia-Gangavaram,Capesize,1Y,19.07
2022-06-19,Australia-Gopalpur,Panamax,1M,15.68
2022-06-19,Australia-Gopalpur,Panamax,3M,15.82
2022-06-19,Australia-Gopalpur,Panamax,6M,15.86
2022-06-19,Australia-Gopalpur,Panamax,1Y,16.49
2022-06-19,Australia-Gopalpur,Capesize,1M,16.02
2022-06-19,Australia-Gopalpur,Capesize,3M,15.75
2022-06-19,Australia-Gopalpur,Capesize,6M,16.3
2022-06-19,Australia-Gopalpur,Capesize,1Y,16.42
2022-06-19,Australia-Haldia,Panamax,1M,16.19
2022-06-19,Australia-Haldia,Panamax,3M,16.25
2022-06-19,Australia-Haldia,Panamax,6M,16.29
2022-06-19,Australia-Haldia,Panamax,1Y,16.38
2022-06-19,Australia-Haldia,Capesize,1M,15.92
2022-06-19,Australia-Haldia,Capesize,3M,16.04
2022-06-19,Australia-Haldia,Capesize,6M,16.36
2022-06-19,Australia-Haldia,Capesize,1Y,17.03
2022-06-19,Indonesia-Paradip,Panamax,1M,9.76
2022-06-19,Indonesia-Paradip,Panamax,3M,9.73
2022-06-19,Indonesia-Paradip,Panamax,6M,9.74
2022-06-19,Indonesia-Paradip,Panamax,1Y,9.99
2022-06-19,Indonesia-Paradip,Capesize,1M,11.55
2022-06-19,Indonesia-Paradip,Capesize,3M,11.79
2022-06-19,Indonesia-Paradip,Capesize,6M,12.24
2022-06-19,Indonesia-Paradip,Capesize,1Y,12.43
2022-06-19,Indonesia-Vizag,Panamax,1M,10.35
2022-06-19,Indonesia-Vizag,Panamax,3M,10.07
2022-06-19,Indonesia-Vizag,Panamax,6M,10.38
2022-06-19,Indonesia-Vizag,Panamax,1Y,10.7
2022-06-19,Indonesia-Vizag,Capesize,1M,8.83
2022-06-19,Indonesia-Vizag,Capesize,3M,9.12
2022-06-19,Indonesia-Vizag,Capesize,6M,9.11
2022-06-19,Indonesia-Vizag,Capesize,1Y,9.17
2022-06-19,Indonesia-Dhamra,Panamax,1M,12.22
2022-06-19,Indonesia-Dhamra,Panamax,3M,12.01
2022-06-19,Indonesia-Dhamra,Panamax,6M,12.41
2022-06-19,Indonesia-Dhamra,Panamax,1Y,12.42
2022-06-19,Indonesia-Dhamra,Capesize,1M,9.88
2022-06-19,Indonesia-Dhamra,Capesize,3M,9.98
2022-06-19,Indonesia-Dhamra,Capesize,6M,9.87
2022-06-19,Indonesia-Dhamra,Capesize,1Y,9.91
2022-06-19,Indonesia-Gangavaram,Panamax,1M,8.0
2022-06-19,Indonesia-Gangavaram,Panamax,3M,8.41
2022-06-19,Indonesia-Gangavaram,Panamax,6M,8.3
2022-06-19,Indonesia-Gangavaram,Panamax,1Y,8.82
2022-06-19,Indonesia-Gangavaram,Capesize,1M,10.31
2022-06-19,Indonesia-Gangavaram,Capesize,3M,10.27
2022-06-19,Indonesia-Gangavaram,Capesize,6M,10.46
2022-06-19,Indonesia-Gangavaram,Capesize,1Y,10.76
2022-06-19,Indonesia-Gopalpur,Panamax,1M,12.57
2022-06-19,Indonesia-Gopalpur,Panamax,3M,12.85
2022-06-19,Indonesia-Gopalpur,Panamax,6M,13.15
2022-06-19,Indonesia-Gopalpur,Panamax,1Y,12.92
2022-06-19,Indonesia-Gopalpur,Capesize,1M,10.42
2022-06-19,Indonesia-Gopalpur,Capesize,3M,10.94
2022-06-19,Indonesia-Gopalpur,Capesize,6M,10.62
2022-06-19,Indonesia-Gopalpur,Capesize,1Y,10.92
2022-06-19,Indonesia-Haldia,Panamax,1M,9.87
2022-06-19,Indonesia-Haldia,Panamax,3M,9.71
2022-06-19,Indonesia-Haldia,Panamax,6M,10.1
2022-06-19,Indonesia-Haldia,Panamax,1Y,9.98
2022-06-19,Indonesia-Haldia,Capesize,1M,9.47
2022-06-19,Indonesia-Haldia,Capesize,3M,9.64
2022-06-19,Indonesia-Haldia,Capesize,6M,9.92
2022-06-19,Indonesia-Haldia,Capesize,1Y,10.19
2022-06-19,Russia-Paradip,Panamax,1M,24.64
2022-06-19,Russia-Paradip,Panamax,3M,23.78
2022-06-19,Russia-Paradip,Panamax,6M,25.59
2022-06-19,Russia-Paradip,Panamax,1Y,25.64
2022-06-19,Russia-Paradip,Capesize,1M,23.06
2022-06-19,Russia-Paradip,Capesize,3M,23.2
2022-06-19,Russia-Paradip,Capesize,6M,23.52
2022-06-19,Russia-Paradip,Capesize,1Y,24.12
2022-06-19,Russia-Vizag,Panamax,1M,19.38
2022-06-19,Russia-Vizag,Panamax,3M,19.92
2022-06-19,Russia-Vizag,Panamax,6M,20.22
2022-06-19,Russia-Vizag,Panamax,1Y,20.87
2022-06-19,Russia-Vizag,Capesize,1M,24.49
2022-06-19,Russia-Vizag,Capesize,3M,25.18
2022-06-19,Russia-Vizag,Capesize,6M,25.96
2022-06-19,Russia-Vizag,Capesize,1Y,25.46
2022-06-19,Russia-Dhamra,Panamax,1M,20.14
2022-06-19,Russia-Dhamra,Panamax,3M,20.89
2022-06-19,Russia-Dhamra,Panamax,6M,20.97
2022-06-19,Russia-Dhamra,Panamax,1Y,21.21
2022-06-19,Russia-Dhamra,Capesize,1M,22.3
2022-06-19,Russia-Dhamra,Capesize,3M,21.92
2022-06-19,Russia-Dhamra,Capesize,6M,22.8
2022-06-19,Russia-Dhamra,Capesize,1Y,23.4
2022-06-19,Russia-Gangavaram,Panamax,1M,21.07
2022-06-19,Russia-Gangavaram,Panamax,3M,22.02
2022-06-19,Russia-Gangavaram,Panamax,6M,21.4
2022-06-19,Russia-Gangavaram,Panamax,1Y,21.82
2022-06-19,Russia-Gangavaram,Capesize,1M,23.04
2022-06-19,Russia-Gangavaram,Capesize,3M,22.47
2022-06-19,Russia-Gangavaram,Capesize,6M,23.27
2022-06-19,Russia-Gangavaram,Capesize,1Y,23.14
2022-06-19,Russia-Gopalpur,Panamax,1M,19.29
2022-06-19,Russia-Gopalpur,Panamax,3M,19.5
2022-06-19,Russia-Gopalpur,Panamax,6M,20.43
2022-06-19,Russia-Gopalpur,Panamax,1Y,20.2
2022-06-19,Russia-Gopalpur,Capesize,1M,21.32
2022-06-19,Russia-Gopalpur,Capesize,3M,21.47
2022-06-19,Russia-Gopalpur,Capesize,6M,21.7
2022-06-19,Russia-Gopalpur,Capesize,1Y,22.68
2022-06-19,Russia-Haldia,Panamax,1M,21.01
2022-06-19,Russia-Haldia,Panamax,3M,21.29
2022-06-19,Russia-Haldia,Panamax,6M,21.4
2022-06-19,Russia-Haldia,Panamax,1Y,21.9
2022-06-19,Russia-Haldia,Capesize,1M,18.85
2022-06-19,Russia-Haldia,Capesize,3M,19.56
2022-06-19,Russia-Haldia,Capesize,6M,19.34
2022-06-19,Russia-Haldia,Capesize,1Y,19.86
2022-06-19,Mozambique-Paradip,Panamax,1M,23.23
2022-06-19,Mozambique-Paradip,Panamax,3M,23.33
2022-06-19,Mozambique-Paradip,Panamax,6M,22.84
2022-06-19,Mozambique-Paradip,Panamax,1Y,23.5
2022-06-19,Mozambique-Paradip,Capesize,1M,23.8
2022-06-19,Mozambique-Paradip,Capesize,3M,23.37
2022-06-19,Mozambique-Paradip,Capesize,6M,24.17
2022-06-19,Mozambique-Paradip,Capesize,1Y,23.83
2022-06-19,Mozambique-Vizag,Panamax,1M,20.88
2022-06-19,Mozambique-Vizag,Panamax,3M,20.45
2022-06-19,Mozambique-Vizag,Panamax,6M,21.14
2022-06-19,Mozambique-Vizag,Panamax,1Y,22.13
2022-06-19,Mozambique-Vizag,Capesize,1M,17.66
2022-06-19,Mozambique-Vizag,Capesize,3M,18.17
2022-06-19,Mozambique-Vizag,Capesize,6M,18.44
2022-06-19,Mozambique-Vizag,Capesize,1Y,18.91
2022-06-19,Mozambique-Dhamra,Panamax,1M,21.86
2022-06-19,Mozambique-Dhamra,Panamax,3M,21.51
2022-06-19,Mozambique-Dhamra,Panamax,6M,23.06
2022-06-19,Mozambique-Dhamra,Panamax,1Y,22.93
2022-06-19,Mozambique-Dhamra,Capesize,1M,18.55
2022-06-19,Mozambique-Dhamra,Capesize,3M,18.37
2022-06-19,Mozambique-Dhamra,Capesize,6M,18.17
2022-06-19,Mozambique-Dhamra,Capesize,1Y,18.58
2022-06-19,Mozambique-Gangavaram,Panamax,1M,17.49
2022-06-19,Mozambique-Gangavaram,Panamax,3M,17.43
2022-06-19,Mozambique-Gangavaram,Panamax,6M,19.0
2022-06-19,Mozambique-Gangavaram,Panamax,1Y,18.26
2022-06-19,Mozambique-Gangavaram,Capesize,1M,23.07
2022-06-19,Mozambique-Gangavaram,Capesize,3M,23.76
2022-06-19,Mozambique-Gangavaram,Capesize,6M,23.38
2022-06-19,Mozambique-Gangavaram,Capesize,1Y,24.07
2022-06-19,Mozambique-Gopalpur,Panamax,1M,19.99
2022-06-19,Mozambique-Gopalpur,Panamax,3M,19.98
2022-06-19,Mozambique-Gopalpur,Panamax,6M,20.57
2022-06-19,Mozambique-Gopalpur,Panamax,1Y,20.5
2022-06-19,Mozambique-Gopalpur,Capesize,1M,20.97
2022-06-19,Mozambique-Gopalpur,Capesize,3M,21.09
2022-06-19,Mozambique-Gopalpur,Capesize,6M,21.77
2022-06-19,Mozambique-Gopalpur,Capesize,1Y,22.43
2022-06-19,Mozambique-Haldia,Panamax,1M,20.74
2022-06-19,Mozambique-Haldia,Panamax,3M,21.05
2022-06-19,Mozambique-Haldia,Panamax,6M,22.1
2022-06-19,Mozambique-Haldia,Panamax,1Y,21.43
2022-06-19,Mozambique-Haldia,Capesize,1M,20.39
2022-06-19,Mozambique-Haldia,Capesize,3M,20.32
2022-06-19,Mozambique-Haldia,Capesize,6M,20.37
2022-06-19,Mozambique-Haldia,Capesize,1Y,20.85
2022-06-19,USA-Paradip,Panamax,1M,33.5
2022-06-19,USA-Paradip,Panamax,3M,33.63
2022-06-19,USA-Paradip,Panamax,6M,34.24
2022-06-19,USA-Paradip,Panamax,1Y,34.7
2022-06-19,USA-Paradip,Capesize,1M,29.92
2022-06-19,USA-Paradip,Capesize,3M,29.53
2022-06-19,USA-Paradip,Capesize,6M,30.17
2022-06-19,USA-Paradip,Capesize,1Y,30.28
2022-06-19,USA-Vizag,Panamax,1M,35.18
2022-06-19,USA-Vizag,Panamax,3M,36.68
2022-06-19,USA-Vizag,Panamax,6M,36.12
2022-06-19,USA-Vizag,Panamax,1Y,37.28
2022-06-19,USA-Vizag,Capesize,1M,32.82
2022-06-19,USA-Vizag,Capesize,3M,32.74
2022-06-19,USA-Vizag,Capesize,6M,32.62
2022-06-19,USA-Vizag,Capesize,1Y,34.95
2022-06-19,USA-Dhamra,Panamax,1M,32.42
2022-06-19,USA-Dhamra,Panamax,3M,32.53
2022-06-19,USA-Dhamra,Panamax,6M,32.61
2022-06-19,USA-Dhamra,Panamax,1Y,33.29
2022-06-19,USA-Dhamra,Capesize,1M,30.12
2022-06-19,USA-Dhamra,Capesize,3M,29.92
2022-06-19,USA-Dhamra,Capesize,6M,30.57
2022-06-19,USA-Dhamra,Capesize,1Y,31.1
2022-06-19,USA-Gangavaram,Panamax,1M,33.08
2022-06-19,USA-Gangavaram,Panamax,3M,33.4
2022-06-19,USA-Gangavaram,Panamax,6M,33.91
2022-06-19,USA-Gangavaram,Panamax,1Y,34.07
2022-06-19,USA-Gangavaram,Capesize,1M,31.5
2022-06-19,USA-Gangavaram,Capesize,3M,31.82
2022-06-19,USA-Gangavaram,Capesize,6M,32.13
2022-06-19,USA-Gangavaram,Capesize,1Y,32.69
2022-06-19,USA-Gopalpur,Panamax,1M,29.67
2022-06-19,USA-Gopalpur,Panamax,3M,30.77
2022-06-19,USA-Gopalpur,Panamax,6M,31.55
2022-06-19,USA-Gopalpur,Panamax,1Y,31.0
2022-06-19,USA-Gopalpur,Capesize,1M,33.52
2022-06-19,USA-Gopalpur,Capesize,3M,34.66
2022-06-19,USA-Gopalpur,Capesize,6M,33.03
2022-06-19,USA-Gopalpur,Capesize,1Y,34.94
2022-06-19,USA-Haldia,Panamax,1M,30.71
2022-06-19,USA-Haldia,Panamax,3M,31.49
2022-06-19,USA-Haldia,Panamax,6M,31.95
2022-06-19,USA-Haldia,Panamax,1Y,31.98
2022-06-19,USA-Haldia,Capesize,1M,32.7
2022-06-19,USA-Haldia,Capesize,3M,32.22
2022-06-19,USA-Haldia,Capesize,6M,32.4
2022-06-19,USA-Haldia,Capesize,1Y,34.16
2022-07-19,Australia-Paradip,Panamax,1M,18.77
2022-07-19,Australia-Paradip,Panamax,3M,19.13
2022-07-19,Australia-Paradip,Panamax,6M,18.82
2022-07-19,Australia-Paradip,Panamax,1Y,19.44
2022-07-19,Australia-Paradip,Capesize,1M,16.19
2022-07-19,Australia-Paradip,Capesize,3M,17.28
2022-07-19,Australia-Paradip,Capesize,6M,16.98
2022-07-19,Australia-Paradip,Capesize,1Y,17.53
2022-07-19,Australia-Vizag,Panamax,1M,17.76
2022-07-19,Australia-Vizag,Panamax,3M,18.0
2022-07-19,Australia-Vizag,Panamax,6M,18.23
2022-07-19,Australia-Vizag,Panamax,1Y,18.76
2022-07-19,Australia-Vizag,Capesize,1M,18.46
2022-07-19,Australia-Vizag,Capesize,3M,18.18
2022-07-19,Australia-Vizag,Capesize,6M,18.34
2022-07-19,Australia-Vizag,Capesize,1Y,19.33
2022-07-19,Australia-Dhamra,Panamax,1M,16.53
2022-07-19,Australia-Dhamra,Panamax,3M,16.82
2022-07-19,Australia-Dhamra,Panamax,6M,16.83
2022-07-19,Australia-Dhamra,Panamax,1Y,16.76
2022-07-19,Australia-Dhamra,Capesize,1M,16.19
2022-07-19,Australia-Dhamra,Capesize,3M,15.91
2022-07-19,Australia-Dhamra,Capesize,6M,16.72
2022-07-19,Australia-Dhamra,Capesize,1Y,16.74
2022-07-19,Australia-Gangavaram,Panamax,1M,15.32
2022-07-19,Australia-Gangavaram,Panamax,3M,15.11
2022-07-19,Australia-Gangavaram,Panamax,6M,15.78
2022-07-19,Australia-Gangavaram,Panamax,1Y,15.78
2022-07-19,Australia-Gangavaram,Capesize,1M,15.26
2022-07-19,Australia-Gangavaram,Capesize,3M,15.65
2022-07-19,Australia-Gangavaram,Capesize,6M,15.94
2022-07-19,Australia-Gangavaram,Capesize,1Y,16.05
2022-07-19,Australia-Gopalpur,Panamax,1M,15.96
2022-07-19,Australia-Gopalpur,Panamax,3M,16.15
2022-07-19,Australia-Gopalpur,Panamax,6M,16.2
2022-07-19,Australia-Gopalpur,Panamax,1Y,16.53
2022-07-19,Australia-Gopalpur,Capesize,1M,13.81
2022-07-19,Australia-Gopalpur,Capesize,3M,14.4
2022-07-19,Australia-Gopalpur,Capesize,6M,14.73
2022-07-19,Australia-Gopalpur,Capesize,1Y,14.75
2022-07-19,Australia-Haldia,Panamax,1M,14.71
2022-07-19,Australia-Haldia,Panamax,3M,15.06
2022-07-19,Australia-Haldia,Panamax,6M,15.23
2022-07-19,Australia-Haldia,Panamax,1Y,15.16
2022-07-19,Australia-Haldia,Capesize,1M,18.73
2022-07-19,Australia-Haldia,Capesize,3M,18.62
2022-07-19,Australia-Haldia,Capesize,6M,19.34
2022-07-19,Australia-Haldia,Capesize,1Y,19.75
2022-07-19,Indonesia-Paradip,Panamax,1M,9.85
2022-07-19,Indonesia-Paradip,Panamax,3M,10.03
2022-07-19,Indonesia-Paradip,Panamax,6M,10.13
2022-07-19,Indonesia-Paradip,Panamax,1Y,10.36
2022-07-19,Indonesia-Paradip,Capesize,1M,12.03
2022-07-19,Indonesia-Paradip,Capesize,3M,12.19
2022-07-19,Indonesia-Paradip,Capesize,6M,12.57
2022-07-19,Indonesia-Paradip,Capesize,1Y,12.48
2022-07-19,Indonesia-Vizag,Panamax,1M,11.35
2022-07-19,Indonesia-Vizag,Panamax,3M,11.15
2022-07-19,Indonesia-Vizag,Panamax,6M,11.66
2022-07-19,Indonesia-Vizag,Panamax,1Y,11.76
2022-07-19,Indonesia-Vizag,Capesize,1M,11.06
2022-07-19,Indonesia-Vizag,Capesize,3M,11.34
2022-07-19,Indonesia-Vizag,Capesize,6M,11.23
2022-07-19,Indonesia-Vizag,Capesize,1Y,11.64
2022-07-19,Indonesia-Dhamra,Panamax,1M,9.3
2022-07-19,Indonesia-Dhamra,Panamax,3M,9.52
2022-07-19,Indonesia-Dhamra,Panamax,6M,9.72
2022-07-19,Indonesia-Dhamra,Panamax,1Y,10.08
2022-07-19,Indonesia-Dhamra,Capesize,1M,11.2
2022-07-19,Indonesia-Dhamra,Capesize,3M,10.8
2022-07-19,Indonesia-Dhamra,Capesize,6M,11.2
2022-07-19,Indonesia-Dhamra,Capesize,1Y,11.24
2022-07-19,Indonesia-Gangavaram,Panamax,1M,10.92
2022-07-19,Indonesia-Gangavaram,Panamax,3M,11.22
2022-07-19,Indonesia-Gangavaram,Panamax,6M,10.93
2022-07-19,Indonesia-Gangavaram,Panamax,1Y,11.42
2022-07-19,Indonesia-Gangavaram,Capesize,1M,11.63
2022-07-19,Indonesia-Gangavaram,Capesize,3M,11.34
2022-07-19,Indonesia-Gangavaram,Capesize,6M,11.77
2022-07-19,Indonesia-Gangavaram,Capesize,1Y,11.54
2022-07-19,Indonesia-Gopalpur,Panamax,1M,10.53
2022-07-19,Indonesia-Gopalpur,Panamax,3M,10.22
2022-07-19,Indonesia-Gopalpur,Panamax,6M,10.73
2022-07-19,Indonesia-Gopalpur,Panamax,1Y,10.74
2022-07-19,Indonesia-Gopalpur,Capesize,1M,9.97
2022-07-19,Indonesia-Gopalpur,Capesize,3M,10.0
2022-07-19,Indonesia-Gopalpur,Capesize,6M,10.59
2022-07-19,Indonesia-Gopalpur,Capesize,1Y,10.19
2022-07-19,Indonesia-Haldia,Panamax,1M,8.3
2022-07-19,Indonesia-Haldia,Panamax,3M,8.16
2022-07-19,Indonesia-Haldia,Panamax,6M,8.24
2022-07-19,Indonesia-Haldia,Panamax,1Y,8.29
2022-07-19,Indonesia-Haldia,Capesize,1M,9.79
2022-07-19,Indonesia-Haldia,Capesize,3M,9.9
2022-07-19,Indonesia-Haldia,Capesize,6M,9.68
2022-07-19,Indonesia-Haldia,Capesize,1Y,10.36
2022-07-19,Russia-Paradip,Panamax,1M,23.02
2022-07-19,Russia-Paradip,Panamax,3M,23.46
2022-07-19,Russia-Paradip,Panamax,6M,23.84
2022-07-19,Russia-Paradip,Panamax,1Y,24.04
2022-07-19,Russia-Paradip,Capesize,1M,25.33
2022-07-19,Russia-Paradip,Capesize,3M,26.09
2022-07-19,Russia-Paradip,Capesize,6M,26.12
2022-07-19,Russia-Paradip,Capesize,1Y,26.0
2022-07-19,Russia-Vizag,Panamax,1M,20.1
2022-07-19,Russia-Vizag,Panamax,3M,20.71
2022-07-19,Russia-Vizag,Panamax,6M,20.78
2022-07-19,Russia-Vizag,Panamax,1Y,20.72
2022-07-19,Russia-Vizag,Capesize,1M,24.13
2022-07-19,Russia-Vizag,Capesize,3M,24.46
2022-07-19,Russia-Vizag,Capesize,6M,24.43
2022-07-19,Russia-Vizag,Capesize,1Y,25.0
2022-07-19,Russia-Dhamra,Panamax,1M,22.87
2022-07-19,Russia-Dhamra,Panamax,3M,22.85
2022-07-19,Russia-Dhamra,Panamax,6M,22.71
2022-07-19,Russia-Dhamra,Panamax,1Y,23.87
2022-07-19,Russia-Dhamra,Capesize,1M,19.22
2022-07-19,Russia-Dhamra,Capesize,3M,19.52
2022-07-19,Russia-Dhamra,Capesize,6M,19.9
2022-07-19,Russia-Dhamra,Capesize,1Y,20.05
2022-07-19,Russia-Gangavaram,Panamax,1M,24.55
2022-07-19,Russia-Gangavaram,Panamax,3M,24.38
2022-07-19,Russia-Gangavaram,Panamax,6M,24.6
2022-07-19,Russia-Gangavaram,Panamax,1Y,25.63
2022-07-19,Russia-Gangavaram,Capesize,1M,24.29
2022-07-19,Russia-Gangavaram,Capesize,3M,25.27
2022-07-19,Russia-Gangavaram,Capesize,6M,25.09
2022-07-19,Russia-Gangavaram,Capesize,1Y,25.7
2022-07-19,Russia-Gopalpur,Panamax,1M,25.03
2022-07-19,Russia-Gopalpur,Panamax,3M,25.33
2022-07-19,Russia-Gopalpur,Panamax,6M,24.62
2022-07-19,Russia-Gopalpur,Panamax,1Y,25.95
2022-07-19,Russia-Gopalpur,Capesize,1M,21.32
2022-07-19,Russia-Gopalpur,Capesize,3M,21.26
2022-07-19,Russia-Gopalpur,Capesize,6M,21.58
2022-07-19,Russia-Gopalpur,Capesize,1Y,21.67
2022-07-19,Russia-Haldia,Panamax,1M,21.93
2022-07-19,Russia-Haldia,Panamax,3M,21.55
2022-07-19,Russia-Haldia,Panamax,6M,22.37
2022-07-19,Russia-Haldia,Panamax,1Y,23.13
2022-07-19,Russia-Haldia,Capesize,1M,23.85
2022-07-19,Russia-Haldia,Capesize,3M,23.76
2022-07-19,Russia-Haldia,Capesize,6M,24.33
2022-07-19,Russia-Haldia,Capesize,1Y,23.83
2022-07-19,Mozambique-Paradip,Panamax,1M,20.12
2022-07-19,Mozambique-Paradip,Panamax,3M,20.04
2022-07-19,Mozambique-Paradip,Panamax,6M,20.3
2022-07-19,Mozambique-Paradip,Panamax,1Y,21.06
2022-07-19,Mozambique-Paradip,Capesize,1M,20.18
2022-07-19,Mozambique-Paradip,Capesize,3M,20.5
2022-07-19,Mozambique-Paradip,Capesize,6M,20.05
2022-07-19,Mozambique-Paradip,Capesize,1Y,20.73
2022-07-19,Mozambique-Vizag,Panamax,1M,21.79
2022-07-19,Mozambique-Vizag,Panamax,3M,22.24
2022-07-19,Mozambique-Vizag,Panamax,6M,22.16
2022-07-19,Mozambique-Vizag,Panamax,1Y,22.54
2022-07-19,Mozambique-Vizag,Capesize,1M,19.45
2022-07-19,Mozambique-Vizag,Capesize,3M,19.68
2022-07-19,Mozambique-Vizag,Capesize,6M,20.36
2022-07-19,Mozambique-Vizag,Capesize,1Y,20.52
2022-07-19,Mozambique-Dhamra,Panamax,1M,22.99
2022-07-19,Mozambique-Dhamra,Panamax,3M,22.54
2022-07-19,Mozambique-Dhamra,Panamax,6M,24.07
2022-07-19,Mozambique-Dhamra,Panamax,1Y,24.26
2022-07-19,Mozambique-Dhamra,Capesize,1M,24.17
2022-07-19,Mozambique-Dhamra,Capesize,3M,24.13
2022-07-19,Mozambique-Dhamra,Capesize,6M,23.87
2022-07-19,Mozambique-Dhamra,Capesize,1Y,25.45
2022-07-19,Mozambique-Gangavaram,Panamax,1M,21.01
2022-07-19,Mozambique-Gangavaram,Panamax,3M,21.59
2022-07-19,Mozambique-Gangavaram,Panamax,6M,22.14
2022-07-19,Mozambique-Gangavaram,Panamax,1Y,22.59
2022-07-19,Mozambique-Gangavaram,Capesize,1M,19.23
2022-07-19,Mozambique-Gangavaram,Capesize,3M,20.12
2022-07-19,Mozambique-Gangavaram,Capesize,6M,19.63
2022-07-19,Mozambique-Gangavaram,Capesize,1Y,19.68
2022-07-19,Mozambique-Gopalpur,Panamax,1M,22.98
2022-07-19,Mozambique-Gopalpur,Panamax,3M,23.14
2022-07-19,Mozambique-Gopalpur,Panamax,6M,23.65
2022-07-19,Mozambique-Gopalpur,Panamax,1Y,24.62
2022-07-19,Mozambique-Gopalpur,Capesize,1M,18.87
2022-07-19,Mozambique-Gopalpur,Capesize,3M,17.95
2022-07-19,Mozambique-Gopalpur,Capesize,6M,18.29
2022-07-19,Mozambique-Gopalpur,Capesize,1Y,18.7
2022-07-19,Mozambique-Haldia,Panamax,1M,20.35
2022-07-19,Mozambique-Haldia,Panamax,3M,21.5
2022-07-19,Mozambique-Haldia,Panamax,6M,21.61
2022-07-19,Mozambique-Haldia,Panamax,1Y,21.94
2022-07-19,Mozambique-Haldia,Capesize,1M,23.71
2022-07-19,Mozambique-Haldia,Capesize,3M,24.01
2022-07-19,Mozambique-Haldia,Capesize,6M,24.63
2022-07-19,Mozambique-Haldia,Capesize,1Y,24.51
2022-07-19,USA-Paradip,Panamax,1M,28.82
2022-07-19,USA-Paradip,Panamax,3M,27.9
2022-07-19,USA-Paradip,Panamax,6M,28.58
2022-07-19,USA-Paradip,Panamax,1Y,28.48
2022-07-19,USA-Paradip,Capesize,1M,30.3
2022-07-19,USA-Paradip,Capesize,3M,29.66
2022-07-19,USA-Paradip,Capesize,6M,30.42
2022-07-19,USA-Paradip,Capesize,1Y,30.26
2022-07-19,USA-Vizag,Panamax,1M,32.97
2022-07-19,USA-Vizag,Panamax,3M,33.65
2022-07-19,USA-Vizag,Panamax,6M,33.33
2022-07-19,USA-Vizag,Panamax,1Y,33.39
2022-07-19,USA-Vizag,Capesize,1M,28.03
2022-07-19,USA-Vizag,Capesize,3M,28.22
2022-07-19,USA-Vizag,Capesize,6M,28.36
2022-07-19,USA-Vizag,Capesize,1Y,29.85
2022-07-19,USA-Dhamra,Panamax,1M,31.91
2022-07-19,USA-Dhamra,Panamax,3M,32.12
2022-07-19,USA-Dhamra,Panamax,6M,31.0
2022-07-19,USA-Dhamra,Panamax,1Y,33.03
2022-07-19,USA-Dhamra,Capesize,1M,30.47
2022-07-19,USA-Dhamra,Capesize,3M,29.77
2022-07-19,USA-Dhamra,Capesize,6M,30.91
2022-07-19,USA-Dhamra,Capesize,1Y,31.04
2022-07-19,USA-Gangavaram,Panamax,1M,32.22
2022-07-19,USA-Gangavaram,Panamax,3M,32.9
2022-07-19,USA-Gangavaram,Panamax,6M,32.77
2022-07-19,USA-Gangavaram,Panamax,1Y,33.65
2022-07-19,USA-Gangavaram,Capesize,1M,31.76
2022-07-19,USA-Gangavaram,Capesize,3M,31.69
2022-07-19,USA-Gangavaram,Capesize,6M,33.24
2022-07-19,USA-Gangavaram,Capesize,1Y,32.94
2022-07-19,USA-Gopalpur,Panamax,1M,35.86
2022-07-19,USA-Gopalpur,Panamax,3M,36.6
2022-07-19,USA-Gopalpur,Panamax,6M,36.77
2022-07-19,USA-Gopalpur,Panamax,1Y,37.67
2022-07-19,USA-Gopalpur,Capesize,1M,30.56
2022-07-19,USA-Gopalpur,Capesize,3M,30.03
2022-07-19,USA-Gopalpur,Capesize,6M,30.55
2022-07-19,USA-Gopalpur,Capesize,1Y,31.62
2022-07-19,USA-Haldia,Panamax,1M,29.67
2022-07-19,USA-Haldia,Panamax,3M,30.23
2022-07-19,USA-Haldia,Panamax,6M,31.08
2022-07-19,USA-Haldia,Panamax,1Y,31.68
2022-07-19,USA-Haldia,Capesize,1M,30.35
2022-07-19,USA-Haldia,Capesize,3M,31.59
